-,1980s,1990s,2.5d,_two_d,2d_fighter,360_video,_three_d,3d_platformer,3d_vision,4_player_local,4x,6dof,atv,abstract,action,action_rpg,action_adventure,addictive,adventure,agriculture,aliens,alternate_history,america,animation_&_modeling,anime,assassin,asynchronous_multiplayer,atmospheric,audio_production,bmx,base_building,baseball,based_on_a_novel,basketball,batman,battle_royale,beat_em_up,beautiful,benchmark,bikes,blood,board_game,bowling,building,bullet_hell,bullet_time,crpg,capitalism,card_game,cartoon,cartoony,casual,cats,character_action_game,character_customization,chess,choices_matter,choose_your_own_adventure,cinematic,city_builder,class_based,classic,clicker,co_op,co_op_campaign,cold_war,colorful,comedy,comic_book,competitive,conspiracy,controller,conversation,crafting,crime,crowdfunded,cult_classic,cute,cyberpunk,cycling,dark,dark_comedy,dark_humor,dating_sim,demons,design_&_illustration,destruction,detective,difficult,dinosaurs,diplomacy,documentary,dog,dragons,drama,driving,dungeon_crawler,dungeons_&_dragons,dynamic_narration,dystopian_,early_access,economy,education,emotional,epic,episodic,experience,experimental,exploration,fmv,fps,faith,family_friendly,fantasy,fast_paced,feature_film,female_protagonist,fighting,first_person,fishing,flight,football,foreign,free_to_play,funny,futuristic,gambling,game_development,gamemaker,games_workshop,gaming,god_game,golf,gore,gothic,grand_strategy,great_soundtrack,grid_based_movement,gun_customization,hack_and_slash,hacking,hand_drawn,hardware,heist,hex_grid,hidden_object,historical,hockey,horror,horses,hunting,illuminati,indie,intentionally_awkward_controls,interactive_fiction,inventory_management,investigation,isometric,jrpg,jet,kickstarter,lego,lara_croft,lemmings,level_editor,linear,local_co_op,local_multiplayer,logic,loot,lore_rich,lovecraftian,mmorpg,moba,magic,management,mars,martial_arts,massively_multiplayer,masterpiece,match_3,mature,mechs,medieval,memes,metroidvania,military,mini_golf,minigames,minimalist,mining,mod,moddable,modern,motocross,motorbike,mouse_only,movie,multiplayer,multiple_endings,music,music_based_procedural_generation,mystery,mystery_dungeon,mythology,nsfw,narration,naval,ninja,noir,nonlinear,nudity,offroad,old_school,on_rails_shooter,online_co_op,open_world,otome,parkour,parody_,party_based_rpg,perma_death,philisophical,photo_editing,physics,pinball,pirates,pixel_graphics,platformer,point_&_click,political,politics,pool,post_apocalyptic,procedural_generation,programming,psychedelic,psychological,psychological_horror,puzzle,puzzle_platformer,pve,pvp,quick_time_events,rpg,rpgmaker,rts,racing,real_time_tactics,real_time,real_time_with_pause,realistic,relaxing,remake,replay_value,resource_management,retro,rhythm,robots,rogue_like,rogue_lite,romance,rome,runner,sailing,sandbox,satire,sci_fi,science,score_attack,sequel,sexual_content,shoot_em_up,shooter,short,side_scroller,silent_protagonist,simulation,singleplayer,skateboarding,skating,skiing,sniper,snow,snowboarding,soccer,software,software_training,sokoban,souls_like,soundtrack,space,space_sim,spectacle_fighter,spelling,split_screen,sports,star_wars,stealth,steam_machine,steampunk,story_rich,strategy,strategy_rpg,stylized,submarine,superhero,supernatural,surreal,survival,survival_horror,swordplay,tactical,tactical_rpg,tanks,team_based,tennis,text_based,third_person,third_person_shooter,thriller,time_attack,time_management,time_manipulation,time_travel,top_down,top_down_shooter,touch_friendly,tower_defense,trackir,trading,trading_card_game,trains,transhumanism,turn_based,turn_based_combat,turn_based_strategy,turn_based_tactics,tutorial,twin_stick_shooter,typing,underground,underwater,unforgiving,utilities,vr,vr_only,vampire,video_production,villain_protagonist,violent,visual_novel,voice_control,voxel,walking_simulator,war,wargame,warhammer_40k,web_publishing,werewolves,western,word_game,world_war_i,world_war_ii,wrestling,zombies
crime,1,0,3,19,2,0,1,1,0,4,0,0,0,0,17,4,1,0,34,0,1,3,0,0,5,0,1,17,0,0,1,0,0,0,0,0,2,1,0,0,0,3,0,2,2,0,5,1,0,1,2,20,0,1,1,1,2,1,0,1,0,6,0,11,0,0,4,10,1,2,1,8,0,2,0,51,0,7,2,0,4,0,2,1,0,1,1,1,8,0,0,0,0,0,0,0,2,0,0,4,9,0,1,0,0,2,0,1,6,0,0,0,4,21,0,0,12,3,3,1,0,0,0,2,15,1,0,0,1,0,1,2,0,0,0,1,24,0,0,5,0,9,0,0,1,1,4,0,2,1,0,0,47,0,0,0,0,6,1,0,30,0,0,0,0,1,6,9,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,3,0,0,0,3,0,11,1,2,1,3,0,1,0,1,0,0,0,0,4,0,1,0,3,8,1,0,0,1,1,0,0,2,0,0,5,5,11,0,0,0,3,1,0,1,0,1,10,1,2,3,0,15,0,3,0,0,0,2,1,5,2,0,2,5,0,0,3,2,2,0,0,0,5,0,11,0,1,1,1,0,0,3,3,0,8,40,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,18,17,3,2,0,0,0,3,5,2,1,6,2,0,0,0,0,4,0,0,1,0,0,1,6,1,3,2,0,0,0,1,0,9,4,8,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,1,0,1,0,0,0,0,1,0,0,0,2
crowdfunded,4,17,1,32,0,0,1,6,0,2,1,4,0,3,90,9,11,3,82,1,2,2,0,0,23,1,0,69,0,0,2,0,4,0,0,0,1,1,0,0,8,5,0,0,7,2,5,1,2,1,7,33,0,0,7,0,14,7,3,1,0,89,1,9,0,5,7,25,1,3,2,7,0,1,4,0,150,13,11,0,22,1,8,1,1,0,2,8,25,0,1,0,0,0,3,2,0,1,0,8,4,2,3,2,0,1,1,6,16,6,18,1,16,25,13,0,23,5,25,0,0,0,0,8,27,1,0,0,4,0,0,0,0,17,1,1,80,0,1,2,0,3,0,0,1,3,10,0,21,0,0,2,65,0,2,2,2,6,7,0,0,1,0,0,3,2,3,3,2,0,1,2,1,0,3,1,0,2,1,25,1,9,1,9,5,3,2,0,0,3,0,2,11,2,0,0,2,0,27,5,1,0,11,0,5,1,1,6,1,4,1,7,0,6,1,3,23,0,3,0,2,2,3,0,2,0,5,22,15,13,0,1,0,9,3,0,3,10,11,30,6,0,2,2,37,2,12,7,4,5,4,8,3,18,13,2,47,0,0,0,0,3,0,3,5,5,2,26,0,2,2,7,8,27,2,6,2,17,98,0,0,0,0,0,0,0,1,1,2,0,0,9,0,0,0,0,4,1,9,0,4,56,29,1,6,0,0,3,9,6,3,6,5,3,1,0,0,0,23,10,0,0,0,0,4,6,1,2,4,1,0,0,1,1,8,4,5,1,1,2,0,0,0,0,0,0,0,3,0,2,19,9,0,0,3,7,3,0,0,0,1,0,2,1,0,4
cult_classic,2,4,19,442,24,0,10,39,4,41,0,0,0,56,451,34,26,11,594,18,16,3,4,5,427,1,0,254,2,0,2,0,2,0,0,2,27,27,2,0,10,4,0,42,42,2,1,1,13,37,60,667,31,7,22,0,32,19,0,11,0,72,20,62,5,2,214,164,2,25,0,109,1,23,1,7,13,1080,7,0,40,11,19,106,8,11,9,2,206,7,0,0,9,7,28,9,23,1,1,4,79,8,22,14,7,4,2,25,94,0,27,7,309,188,73,0,293,43,42,7,5,1,1,78,276,9,1,0,6,0,0,15,2,30,2,1,415,5,0,38,5,49,0,0,3,14,7,0,59,9,0,20,887,1,11,0,0,21,89,0,13,1,0,5,16,27,54,71,8,7,7,4,13,0,30,37,0,0,19,22,27,96,3,9,91,37,3,2,5,35,1,0,5,7,0,0,32,0,127,53,19,0,35,4,2,18,6,0,5,2,5,186,3,48,1,15,82,13,6,6,5,11,3,0,50,2,5,171,198,49,1,1,0,9,13,3,10,11,64,311,71,2,9,4,221,39,4,23,0,6,2,20,178,6,100,17,139,5,21,22,19,82,0,12,1,51,2,53,6,8,0,161,38,43,120,116,9,208,695,0,0,0,0,1,0,1,5,0,12,3,17,27,2,2,1,5,26,0,7,1,8,264,158,5,74,0,1,2,39,39,18,3,18,5,1,5,0,3,47,4,1,3,7,3,1,25,9,23,9,0,1,4,4,0,51,29,14,7,6,6,2,1,8,2,4,34,8,3,1,6,32,215,0,13,22,5,0,0,1,0,0,3,1,0,0,11
cute,11,8,2,48,1,0,2,5,2,2,1,3,0,4,186,21,6,2,146,0,6,3,0,1,24,1,5,107,1,0,1,0,1,0,0,0,5,6,1,1,2,2,0,1,14,8,6,2,2,4,1,35,0,7,5,1,13,3,4,1,1,32,0,23,1,3,12,15,1,9,7,12,0,3,0,2,11,7,290,0,12,1,5,2,2,0,4,12,41,0,0,1,0,1,1,3,5,0,2,47,43,0,1,1,1,9,0,9,18,5,54,1,3,13,28,0,61,5,61,0,3,0,0,19,15,49,0,0,2,0,2,0,0,26,0,1,130,2,1,17,26,0,0,1,2,1,0,0,24,0,0,6,222,0,3,4,0,21,5,0,13,0,0,0,7,3,9,4,1,2,1,2,1,0,0,4,2,0,7,9,0,3,10,0,8,14,2,0,0,10,0,1,6,2,0,0,4,0,42,9,6,1,14,0,0,0,4,0,7,12,1,17,0,9,1,6,26,1,10,1,5,9,2,0,3,0,0,50,29,30,3,2,0,26,14,5,1,4,7,37,6,2,2,0,80,6,4,12,4,3,2,2,6,1,20,3,45,3,30,19,19,1,0,5,0,10,2,168,1,5,0,9,12,60,15,12,2,31,164,0,0,0,0,0,0,0,0,0,0,2,8,13,3,6,0,2,4,0,29,1,1,79,48,2,16,0,2,0,15,15,4,2,28,2,1,0,0,5,27,9,1,2,0,3,1,23,16,4,2,0,0,0,0,9,21,10,11,9,0,9,2,1,2,0,0,21,6,1,0,0,31,16,2,1,10,2,0,0,0,1,0,1,0,0,0,6
cyberpunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycling,5,11,12,184,1,0,5,7,10,3,1,1,0,25,306,26,18,8,440,1,9,8,1,1,52,8,1,442,1,0,5,0,9,0,3,0,2,9,0,0,36,4,0,3,14,5,2,0,4,5,4,141,2,3,10,0,49,14,19,2,0,64,5,31,0,5,16,36,8,2,3,32,3,12,19,4,22,40,12,0,595,10,31,15,36,3,4,28,195,1,0,1,0,2,25,3,18,0,0,27,40,1,5,9,4,15,5,37,89,1,56,1,19,87,21,0,83,3,162,0,2,0,2,29,60,13,1,1,11,0,1,0,1,171,24,1,230,2,0,19,6,16,0,2,0,18,17,0,334,2,0,12,504,0,15,2,6,16,5,0,13,0,1,0,8,9,8,3,3,6,16,35,1,0,13,6,3,0,5,21,2,59,1,24,26,12,5,1,0,23,0,1,4,1,0,0,8,1,49,40,6,0,120,1,6,1,13,0,4,18,5,52,0,10,0,7,54,8,9,1,6,17,8,0,17,0,0,82,72,69,9,4,0,23,18,0,20,63,211,193,48,3,5,6,118,36,4,6,0,2,1,19,23,6,61,11,53,1,21,38,22,12,0,1,0,17,4,75,4,2,4,32,11,74,69,31,8,87,436,0,0,0,0,0,0,0,2,1,0,12,2,18,3,0,0,0,6,2,67,1,24,270,69,1,15,0,4,21,74,121,135,1,19,1,0,3,0,7,70,19,21,1,0,2,5,21,12,5,5,0,0,1,2,4,19,15,6,6,0,7,0,2,6,3,2,22,1,6,0,16,151,61,0,1,67,13,1,0,0,0,0,1,2,1,0,41
dark,1,0,0,21,0,0,0,2,0,1,0,0,0,1,34,0,5,0,58,0,2,4,1,0,7,0,1,20,0,0,2,0,0,0,0,2,0,1,0,0,6,0,0,3,0,0,0,0,4,4,11,41,1,0,0,0,9,7,0,0,0,2,2,3,0,0,8,60,1,0,1,1,3,0,1,0,1,11,1,0,10,90,44,5,0,4,2,5,13,0,0,0,0,0,1,0,2,0,1,1,10,0,0,1,1,0,1,4,3,0,2,0,3,7,0,0,11,0,8,0,0,0,0,4,48,2,0,0,0,0,1,2,1,19,0,0,19,0,0,2,0,5,0,0,0,1,1,0,26,0,0,2,83,1,4,1,2,2,0,0,1,0,0,0,1,0,2,1,1,0,1,3,0,0,1,4,0,0,2,1,0,3,0,3,22,1,0,1,0,2,0,0,0,0,0,0,1,0,4,5,1,0,12,0,0,0,1,0,0,2,1,6,0,0,0,2,1,1,0,3,0,1,1,0,4,0,0,12,9,14,7,6,0,7,0,0,0,1,12,21,5,0,0,1,18,9,2,0,1,0,0,0,4,0,3,1,12,0,0,3,3,0,0,1,0,2,6,9,1,1,0,9,1,5,3,2,0,21,41,0,0,0,0,0,0,0,1,1,0,1,1,5,1,0,0,0,2,1,1,0,1,30,19,0,2,0,0,1,4,9,7,0,2,0,0,1,0,2,3,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,2,0,1,0,3,20,11,0,1,4,3,0,0,0,0,0,0,0,0,0,9
dark_comedy,2,7,6,77,2,0,2,1,2,6,0,0,0,2,109,5,9,0,143,1,7,2,0,0,14,2,0,77,0,0,2,0,0,0,0,3,1,1,0,0,13,2,1,4,0,0,2,1,5,9,20,93,1,0,3,0,12,9,0,1,0,23,2,21,1,0,15,132,2,1,5,12,5,3,4,2,8,19,5,0,31,44,231,8,10,3,1,3,45,0,0,0,0,2,3,0,3,0,1,6,23,1,1,1,4,3,1,10,11,1,20,0,17,33,5,0,34,3,28,0,0,2,0,9,133,4,0,0,1,1,1,2,1,51,0,0,78,0,0,4,2,19,0,0,0,7,2,1,34,1,0,9,195,4,5,1,2,8,6,0,2,0,0,0,2,4,10,7,2,4,0,2,1,0,2,6,0,0,6,4,2,25,1,11,39,3,0,1,1,5,0,0,2,1,0,0,4,0,30,7,5,0,16,0,0,1,7,0,2,4,3,21,0,4,1,7,19,1,2,4,5,4,4,0,11,0,0,34,21,41,6,7,0,14,2,2,1,3,18,59,10,0,1,2,52,11,4,5,1,2,0,4,8,8,15,3,33,2,5,8,5,5,0,2,0,13,25,33,5,3,2,23,4,25,8,10,1,44,147,0,0,0,0,0,0,0,1,1,0,0,2,11,1,0,0,2,8,1,4,0,5,70,47,1,5,0,2,2,12,20,8,2,6,0,0,0,0,0,24,6,2,1,1,1,4,4,7,3,5,0,0,1,0,1,13,7,5,0,0,4,0,1,0,0,0,7,0,2,0,19,50,22,0,2,9,3,0,1,0,3,1,1,0,0,0,21
dark_humor,0,0,0,51,1,0,0,0,0,0,0,0,0,0,39,4,4,0,183,5,3,2,3,1,242,0,0,24,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,3,3,0,1,0,2,0,0,198,3,1,10,0,46,27,0,1,0,3,4,4,0,5,10,81,0,0,1,2,2,3,3,1,1,106,2,0,15,5,8,302,6,0,0,5,6,0,0,0,2,4,13,0,6,0,0,0,16,1,2,1,0,2,1,0,0,2,21,0,14,44,0,0,115,3,19,2,0,1,0,27,57,4,1,0,0,0,0,0,0,19,0,0,91,0,0,7,1,4,0,0,0,0,4,0,39,1,0,20,219,0,9,0,1,3,22,0,0,0,0,0,1,5,0,1,0,0,0,3,4,0,2,8,0,2,6,8,11,95,1,1,76,0,1,0,2,2,0,0,2,2,0,0,1,0,17,47,2,0,19,0,1,18,1,0,2,1,1,163,0,1,1,2,14,59,0,7,1,2,0,0,1,0,2,13,1,4,1,1,0,4,0,0,0,1,51,29,0,1,1,0,91,7,0,2,0,0,0,2,13,0,11,3,8,0,2,2,4,123,0,0,0,4,1,13,6,0,0,151,2,5,7,0,0,155,173,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,5,0,1,0,0,140,29,4,2,0,0,3,3,3,15,1,4,4,2,0,0,3,3,2,2,0,1,0,3,0,1,1,0,0,0,0,1,0,13,4,3,1,1,0,1,0,0,1,0,4,2,3,0,1,24,222,0,0,8,0,0,0,0,1,0,1,1,7,0,3
dating_sim,2,6,2,29,0,0,0,3,4,1,0,0,0,2,81,7,6,1,75,0,4,1,0,0,13,0,1,62,1,0,1,0,0,0,0,0,5,1,0,0,16,1,0,0,4,1,2,0,2,1,4,32,0,8,3,0,5,4,1,1,0,19,1,9,0,1,4,15,0,1,2,9,3,3,1,0,1,8,2,0,36,0,10,6,122,1,1,5,40,0,0,0,0,1,3,0,6,0,1,1,13,1,0,0,0,1,0,6,10,0,26,0,3,27,14,0,18,1,40,0,0,0,0,5,20,1,1,0,2,0,0,0,0,58,4,0,44,1,0,14,1,5,0,0,0,4,0,0,67,1,0,3,93,0,1,1,1,5,2,0,0,0,0,0,3,1,5,4,0,5,0,5,0,0,3,2,2,0,1,5,1,7,0,3,7,3,0,0,1,2,0,0,7,0,0,0,2,0,24,2,2,0,9,0,0,1,4,0,3,2,2,17,0,12,0,8,11,4,4,0,5,2,0,0,0,0,0,18,10,5,0,0,0,6,4,0,3,9,37,31,4,0,1,0,27,4,1,3,0,3,0,0,3,4,6,1,21,0,1,6,3,5,0,1,0,3,1,14,3,4,0,9,1,26,2,2,2,18,89,0,0,0,1,0,0,0,0,0,0,2,2,4,0,5,0,1,1,0,5,0,0,36,10,1,7,0,0,3,4,27,22,2,3,1,0,1,0,0,13,4,1,2,0,0,1,3,0,0,1,0,0,0,0,0,7,4,3,3,0,2,0,0,0,0,0,10,1,3,0,6,38,13,0,0,5,0,1,0,0,3,1,0,1,1,0,31
demons,0,0,1,21,1,0,6,0,1,2,0,0,0,1,18,0,1,3,21,1,0,2,0,139,13,0,0,19,24,0,1,0,0,0,0,0,0,5,0,0,0,2,0,7,1,0,1,0,2,0,2,42,0,0,8,0,2,1,1,0,0,2,1,1,0,0,9,7,0,2,0,3,1,3,0,1,0,11,0,0,3,4,3,0,1,278,1,0,8,0,0,0,0,0,0,0,1,0,1,2,50,1,66,0,1,0,5,6,6,0,3,0,12,5,0,0,2,1,5,0,0,0,0,20,10,0,0,56,10,0,4,0,0,2,1,1,11,0,0,1,0,9,0,0,1,6,2,0,4,0,0,0,51,1,1,0,0,1,2,0,1,0,0,0,3,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,6,1,1,0,1,4,0,1,1,0,0,0,3,4,8,2,1,2,4,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,0,1,1,43,2,0,2,10,8,7,1,1,0,0,2,4,2,0,3,13,3,0,1,0,12,6,1,0,0,2,0,3,13,0,8,0,3,0,0,3,0,0,0,0,0,16,0,1,1,0,0,3,2,3,2,0,0,17,33,0,0,0,0,1,0,0,36,35,0,0,0,1,0,0,0,0,2,0,0,0,0,13,9,1,6,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,3,0,3,0,1,0,0,0,0,0,126,55,14,0,45,0,0,3,0,1,0,1,1,0,33,0,0,1,0,1,0,2
design_&_illustration,2,2,3,24,0,0,7,2,3,6,0,0,0,2,144,3,4,0,42,0,9,1,0,0,7,1,0,32,0,0,7,1,0,0,0,2,6,1,1,0,3,0,1,28,12,2,0,0,0,6,8,62,1,3,4,0,3,0,1,1,1,12,0,30,0,2,12,23,1,6,0,16,0,7,0,1,2,9,4,0,4,2,1,0,1,1,170,0,27,2,1,0,0,0,0,26,0,0,0,4,31,3,3,0,4,0,1,0,12,0,16,0,20,5,21,0,7,5,25,0,6,0,0,12,50,14,0,0,1,0,0,4,1,16,0,1,45,0,7,2,0,4,0,2,0,1,6,0,7,0,0,1,122,0,0,2,0,3,2,0,2,3,0,0,8,1,15,13,0,0,0,2,1,1,3,5,4,1,10,1,1,1,10,4,10,0,8,0,1,4,0,0,8,1,0,0,3,0,67,0,3,0,1,0,0,0,0,2,1,0,0,4,3,2,0,6,35,0,2,0,0,1,1,0,59,0,1,10,10,0,3,3,0,2,6,0,1,0,2,20,5,5,9,0,11,0,8,36,3,2,0,18,6,1,15,4,13,0,12,8,8,0,0,1,2,47,0,37,4,3,0,3,18,47,0,5,0,59,106,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,1,7,10,0,3,0,0,6,40,0,2,0,2,0,5,16,0,1,12,1,10,6,1,0,22,12,0,2,0,1,1,17,11,0,8,0,0,0,2,0,2,0,2,1,0,7,0,2,1,0,0,17,6,0,0,1,13,0,0,6,2,14,1,0,0,0,1,0,2,5,0,7
destruction,4,7,1,41,0,0,0,3,5,0,0,0,0,0,43,0,6,1,213,0,1,4,0,0,32,1,0,104,0,0,0,0,2,0,6,0,5,3,0,0,0,1,0,0,0,2,0,0,1,2,7,74,2,0,1,0,28,6,13,0,0,20,0,0,0,0,6,31,9,4,3,5,1,0,34,1,8,2,12,0,28,5,3,5,5,0,0,234,8,0,0,0,1,0,8,0,0,0,2,11,6,0,1,3,0,16,0,1,19,11,3,0,10,11,0,0,63,4,29,0,1,0,0,10,28,6,0,0,0,0,0,0,0,26,2,0,72,0,0,0,1,10,0,0,0,35,7,0,74,0,0,1,147,0,14,0,12,0,1,0,6,0,0,0,0,3,1,0,1,0,2,4,0,0,5,2,0,0,0,3,0,16,0,0,5,3,0,0,0,0,0,0,0,0,0,0,7,0,5,16,1,0,157,0,0,1,7,1,0,46,0,21,0,0,0,0,19,0,0,0,0,0,3,0,0,0,1,26,4,122,3,1,0,7,1,0,1,11,34,110,2,0,0,6,27,10,0,0,0,0,0,2,3,3,4,0,17,0,2,1,0,5,0,0,0,3,1,13,0,0,1,14,0,6,21,2,0,25,126,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,1,7,125,12,0,3,0,6,18,8,11,12,0,0,0,0,0,0,2,24,7,9,0,0,1,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,29,54,1,0,16,0,0,0,0,0,1,3,0,0,0,2
detective,38,32,46,952,26,0,28,48,13,61,9,11,0,111,1504,71,63,68,944,0,37,13,4,3,169,15,4,660,2,0,20,0,5,0,0,4,50,30,0,3,59,21,0,50,177,10,15,5,37,34,39,770,11,18,63,7,45,11,12,10,7,228,20,243,11,9,214,186,4,83,3,248,0,48,16,8,25,206,41,0,195,13,45,6,40,8,27,8,2192,4,0,0,3,9,11,19,112,1,4,19,242,20,44,5,5,1,0,43,178,4,153,7,250,248,305,0,179,52,259,2,25,5,1,98,350,47,0,6,58,7,11,10,5,243,21,11,840,16,5,85,15,37,0,2,18,20,46,1,235,0,5,36,1964,14,4,9,4,55,30,1,28,0,2,4,69,12,159,137,41,35,13,25,10,8,33,48,6,6,40,59,9,36,24,49,82,79,35,5,2,194,1,3,46,5,0,0,44,2,312,27,69,7,59,8,6,4,12,6,43,6,10,68,6,100,1,88,159,1,39,8,14,138,9,0,174,2,7,513,577,51,14,9,0,55,143,23,32,19,113,537,153,17,42,3,370,20,41,93,21,15,28,55,166,33,332,33,472,36,58,257,216,4,3,39,3,113,7,304,18,64,3,46,195,339,129,265,19,355,1440,2,2,1,2,0,1,3,4,2,18,40,19,146,13,12,1,17,68,2,79,2,30,270,488,13,108,0,8,10,65,248,114,17,131,17,16,30,0,7,127,33,12,37,1,9,7,153,96,34,59,3,5,17,5,1,137,50,73,51,17,77,6,4,7,12,1,70,12,9,3,11,219,18,0,22,34,50,10,3,1,2,6,4,0,25,0,101
difficult,1,3,0,11,0,0,0,3,1,4,0,0,0,0,62,0,4,0,54,0,2,2,0,0,1,0,0,20,0,0,4,0,0,0,0,0,1,0,0,0,2,1,0,11,1,0,0,1,2,0,2,22,0,1,0,0,0,0,0,5,1,7,1,15,0,0,4,6,0,2,0,3,0,6,0,0,0,7,0,0,1,0,0,0,0,0,2,0,4,89,0,0,0,2,0,0,0,0,2,0,23,3,4,0,1,1,0,0,10,0,15,0,12,6,3,0,2,0,16,0,0,0,0,7,10,0,0,0,0,1,0,4,0,11,0,1,10,0,1,0,0,0,0,0,1,0,3,0,6,1,6,0,66,0,0,0,0,5,0,0,1,1,2,0,0,0,6,4,3,0,0,1,1,0,1,6,0,0,8,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,29,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,2,26,0,1,0,0,0,0,0,1,0,0,10,11,2,0,0,0,1,1,0,0,0,0,8,1,1,8,1,13,0,2,2,1,2,0,7,4,1,3,6,12,0,3,1,1,0,0,1,0,14,1,10,4,1,1,1,2,18,0,2,0,29,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,3,27,0,1,0,0,0,0,27,4,0,1,0,0,4,0,0,10,8,0,1,0,1,2,3,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,0,12,4,0,0,0,11,0,0,1,1,2,0,0,0,0,0,0,0,1,0,2
dinosaurs,1,0,0,7,0,0,1,0,0,0,5,0,0,0,3,0,0,2,4,0,2,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,2,0,6,0,4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,3,5,5,0,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,7,2,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,1,0,0,1,1,0,3,0,8,0,3,4,6,0,0,0,7,2,0,0,0,1,1,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,2,3,0,0
